,LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
10695,,,,,,80009,HAFNIA ALVEI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10696,,,,,,80010,ENTEROBACTER AGGLOMERANS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10697,,,,,,80011,ENTEROBACTER GERGOVIAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10698,,,,,,80012,ENTEROBACTER SAKAZAKII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10699,,,,,,80013,SERRATIA LIQUEFACIENS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10700,,,,,,80014,SERRATIA MARCESCENS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10701,,,,,,80015,SERRATIA RUBIDAEA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10702,,,,,,80016,PROTEUS VULGARIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10703,,,,,,80017,PROTEUS MIRABILIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10704,,,,,,80018,MORGANELLA MORGANII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10705,,,,,,80019,PROVIDENCIA STUARTII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10706,,,,,,80020,PROVIDENCIA RETTGERI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10707,,,,,,80021,SHIGELLA FLEXNERI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10708,,,,,,80022,SALMONELLA ENTERITIDIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10709,,,,,,80023,STAPH AUREUS COAG +,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10710,,,,,,80024,STAPHYLOCOCCUS EPIDERMIDIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10711,,,,,,80025,CITROBACTER AMALONATICUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10712,,,,,,80026,PSEUDOMONAS AERUGINOSA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10713,,,,,,80027,PSEUDOMONAS PUTIDA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10714,,,,,,80028,BURKHOLDERIA (PSEUDOMONAS) CEPACIA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10715,,,,,,80029,PSEUDOMONAS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10716,,,,,,80030,BORDETELLA BRONCHISEPTICA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10717,,,,,,80031,MORAXELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10718,,,,,,80032,AEROMONAS HYDROPHILA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10719,,,,,,80033,VIBRIO SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10720,,,,,,80034,PASTEURELLA MULTOCIDA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10721,,,,,,80035,EIKENELLA CORRODENS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10722,,,,,,80036,ANAEROBIC GRAM NEGATIVE ROD(S),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10723,,,,,,80037,GRAM VARIABLE RODS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10724,,,,,,80038,CLOSTRIDIUM PERFRINGENS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10725,,,,,,80039,CLOSTRIDIUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10726,,,,,,80040,NEISSERIA GONORRHOEAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10727,,,,,,80041,NEISSERIA MENINGITIDIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10728,,,,,,80042,NEISSERIA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10729,,,,,,80043,HAEMOPHILUS PARAINFLUENZAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10730,,,,,,80044,HAEMOPHILUS SP,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10731,,,,,,80045,BETA STREPTOCOCCUS GROUP B,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10732,,,,,,80046,BETA STREPTOCOCCUS GROUP C,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10733,,,,,,80047,BETA STREPTOCOCCUS GROUP G,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10734,,,,,,80048,BETA STREPTOCOCCUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10735,,,,,,80049,STREPTOCOCCUS MITIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10736,,,,,,80050,STREPTOCOCCUS BOVIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10737,,,,,,80051,STREPTOCOCCUS SANGUIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10738,,,,,,80052,ALPHA STREPTOCOCCI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10739,,,,,,80053,ENTEROCOCCUS SP.,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10740,,,,,,80054,BETA STREPTOCOCCUS GROUP A,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10741,,,,,,80055,GRAM POSITIVE COCCUS(COCCI),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10742,,,,,,80056,GRAM POSITIVE RODS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10743,,,,,,80057,GRAM NEGATIVE DIPLOCOCCI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10744,,,,,,80058,GRAM NEGATIVE ROD(S),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10745,,,,,,80059,CANDIDA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10746,,,,,,80060,CANDIDA ALBICANS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10747,,,,,,80061,RHODOTORULA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10748,,,,,,80062,ASPERGILLUS NIGER,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10749,,,,,,80063,ASPERGILLUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10750,,,,,,80064,PENICILLIUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10751,,,,,,80065,CRYPTOCOCCUS NEOFORMANS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10752,,,,,,80066,ASPERGILLUS FUMIGATUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10753,,,,,,80067,NOCARDIA ASTEROIDES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10754,,,,,,80068,NOCARDIA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10755,,,,,,80069,MYCOBACTERIUM TUBERCULOSIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10756,,,,,,80070,GRAM NEGATIVE ROD #1,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10757,,,,,,80071,GRAM NEGATIVE ROD #2,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10758,,,,,,80072,GRAM NEGATIVE ROD #3,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10759,,,,,,80073,GRAM NEGATIVE ROD #4,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10760,,,,,,80074,ANAEROBIC GRAM NEGATIVE ROD #2,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10761,,,,,,80075,YEAST,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10762,,,,,,80076,STREPTOCOCCUS PNEUMONIAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10763,,,,,,80077,CRYPTOCOCCUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10764,,,,,,80078,ANAEROBIC GRAM POSITIVE COCCUS(I),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10765,,,,,,80079,ANAEROBIC GRAM POSITIVE ROD(S),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10766,,,,,,80080,BACTERIA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10767,,,,,,80081,GRAM POSITIVE BACTERIA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10768,,,,,,80082,BACILLUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10769,,,,,,80083,COCCIDIOIDES IMMITIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10770,,,,,,80084,PROTEUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10771,,,,,,80085,CORYNEBACTERIUM SPECIES (DIPHTHEROIDS),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10772,,,,,,80086,ACIDFAST BACILLI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10773,,,,,,80087,STENOTROPHOMONAS (XANTHOMONAS) MALTOPHILIA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10774,,,,,,80088,LACTOBACILLUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10775,,,,,,80089,GAMMA(I.E. NON-HEMOLYTIC) STREPTOCOCCUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10776,,,,,,80090,SERRATIA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10777,,,,,,80091,LISTERIA MONOCYTOGENES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10778,,,,,,80092,AEROCOCCUS VIRIDANS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10779,,,,,,80093,MYCOBACTERIUM GORDONAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10780,,,,,,80094,KLEBSIELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10781,,,,,,80095,MYCOBACTERIUM FORTUITUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10782,,,,,,80096,STREPTOMYCES SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10783,,,,,,80097,PROVIDENCIA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10784,,,,,,80098,CITROBACTER SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10785,,,,,,80099,CANDIDA PARAPSILOSIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10786,,,,,,80100,CANDIDA GUILLIERMONDII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10787,,,,,,80101,CANDIDA KRUSEI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10788,,,,,,80102,SACCHAROMYCES CEREVISIAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10789,,,,,,80103,SPOROBOLOMYCES SALMONICOLOR,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10790,,,,,,80104,MORAXELLA (BRANHAMELLA) CATARRHALIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10791,,,,,,80105,RHIZOPUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10792,,,,,,80106,CANDIDA TROPICALIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10793,,,,,,80107,CAMPYLOBACTER SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10794,,,,,,80108,PROPIONIBACTERIUM ACNES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10795,,,,,,80109,ACTINOMYCES MEYERII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10796,,,,,,80110,MUCOR SP.,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10797,,,,,,80111,ENTEROCOCCUS AVIUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10798,,,,,,80112,BACTEROIDES FRAGILIS GROUP,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10799,,,,,,80113,ENTEROBACTER SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10800,,,,,,80114,ASPERGILLUS FLAVUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10801,,,,,,80115,PROPIONIBACTERIUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10802,,,,,,80116,FUSARIUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10803,,,,,,80117,AUREOBASIDIUM PULLULANS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10804,,,,,,80118,STREPTOCOCCUS SALIVARIUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10805,,,,,,80119,NUTRITIONALLY VARIANT STREPTOCOCCUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10806,,,,,,80120,STREPTOCOCCUS CONSTELLATUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10807,,,,,,80121,BACTEROIDES FRAGILIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10808,,,,,,80122,KLUYVERA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10809,,,,,,80123,ANAEROBIC BACTERIA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10810,,,,,,80124,EXOPHIALA JEANSELMEI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10811,,,,,,80125,FUSOBACTERIUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10812,,,,,,80126,CLADOSPORIUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10813,,,,,,80127,FUNGUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10814,,,,,,80128,FUSOBACTERIUM NUCLEATUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10815,,,,,,80129,CLOSTRIDIUM SEPTICUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10816,,,,,,80130,MYCELIA STERILIA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10817,,,,,,80131,SALMONELLA HADAR,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10818,,,,,,80132,ENTAMOEBA COLI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10819,,,,,,80133,GIARDIA LAMBLIA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10820,,,,,,80134,ENDOLIMAX NANA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10821,,,,,,80135,ASCARIS LUMBRICOIDES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10822,,,,,,80136,ACTINOMYCES ODONTOLYTICUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10823,,,,,,80137,CANDIDA LUSITANIAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10824,,,,,,80138,STAPHYLOCOCCUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10825,,,,,,80139,CLOSTRIDIUM DIFFICILE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10826,,,,,,80140,BLASTOCYSTIS HOMINIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10827,,,,,,80141,CORYNEBACTERIUM JEIKEIUM (C.D.C. GROUP JK),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10828,,,,,,80142,FUSOBACTERIUM NECROPHORUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10829,,,,,,80143,CYTOMEGALOVIRUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10830,,,,,,80144,HERPES SIMPLEX VIRUS TYPE 1,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10831,,,,,,80145,HERPES SIMPLEX VIRUS TYPE 2,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10832,,,,,,80146,ADENOVIRUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10833,,,,,,80147,CHLAMYDIA TRACHOMATIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10834,,,,,,80148,ASPERGILLUS VERSICOLOR GROUP,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10835,,,,,,80149,PAECILOMYCES SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10836,,,,,,80150,TRICHODERMA SP.,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10837,,,,,,80151,CITROBACTER  KOSERI (DIVERSUS),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10838,,,,,,80152,ESCHERICHIA FERGUSONII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10839,,,,,,80153,MORAXELLA OSLOENSIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10840,,,,,,80154,RHIZOMUCOR SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10841,,,,,,80155,"STAPHYLOCOCCUS, COAGULASE NEGATIVE",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10842,,,,,,80156,CORYNEBACTERIUM STRIATUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10843,,,,,,80157,ACREMONIUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10844,,,,,,80158,MYCOBACTERIUM AVIUM COMPLEX,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10845,,,,,,80159,MYCOBACTERIUM TUBERCULOSIS COMPLEX,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10846,,,,,,80160,BACILLUS SUBTILIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10847,,,,,,80161,STRONGYLOIDES STERCORALIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10848,,,,,,80162,STAPHYLOCOCCUS LUGDUNENSIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10849,,,,,,80163,MOLD,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10850,,,,,,80164,ENTEROBACTER ASBURIAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10851,,,,,,80165,TRICHOPHYTON SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10852,,,,,,80166,LACTOBACILLUS CASEI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10853,,,,,,80167,STREPTOCOCCUS MILLERI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10854,,,,,,80168,ENTEROCOCCUS FAECIUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10855,,,,,,80169,ENTAMOEBA HARTMANNI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10856,,,,,,80170,LEUCONOSTOC SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10857,,,,,,80171,STREPTOCOCCUS ANGINOSUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10858,,,,,,80172,ENTEROCOCCUS FAECALIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10859,,,,,,80173,VEILLONELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10860,,,,,,80174,CURVULARIA SP.,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10861,,,,,,80175,VIRUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10862,,,,,,80176,VARICELLA-ZOSTER VIRUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10863,,,,,,80177,RESPIRATORY SYNCYTIAL VIRUS (RSV),,microbiologyevents,0,ORGANISM,,,,hospital,,,
10864,,,,,,80178,INFLUENZA A VIRUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10865,,,,,,80179,INFLUENZA B VIRUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10866,,,,,,80180,PARAINFLUENZA VIRUS TYPE 1,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10867,,,,,,80181,PARAINFLUENZA VIRUS TYPE 3,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10868,,,,,,80182,OCHROBACTRUM ANTHROPI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10869,,,,,,80183,GEMELLA (STREPTOCOCCUS) MORBILLORUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10870,,,,,,80184,ENTEROCOCCUS GALLINARUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10871,,,,,,80185,CAMPYLOBACTER JEJUNI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10872,,,,,,80186,PSEUDALLESCHERIA BOYDII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10873,,,,,,80187,NOCARDIA ASTEROIDES COMPLEX,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10874,,,,,,80188,SCEDOSPORIUM APIOSPERMUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10875,,,,,,80189,PEDIOCOCCUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10876,,,,,,80190,SYNCEPHALASTRUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10877,,,,,,80191,"HAEMOPHILUS INFLUENZAE, BETA-LACTAMASE POSITIVE",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10878,,,,,,80192,"HAEMOPHILUS INFLUENZAE, BETA-LACTAMASE NEGATIVE",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10879,,,,,,80193,CORYNEBACTERIUM UREALYTICUM SP. NOV.,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10880,,,,,,80194,ACINETOBACTER BAUMANNII,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10881,,,,,,80195,AEROMONAS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10882,,,,,,80196,SALMONELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10883,,,,,,80197,CITROBACTER YOUNGAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10884,,,,,,80198,HAEMOPHILUS INFLUENZAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10885,,,,,,80199,MALASSEZIA FURFUR,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10886,,,,,,80200,CHAETOMIUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10887,,,,,,80201,CITROBACTER KOSERI,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10888,,,,,,80202,LEGIONELLA PNEUMOPHILA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10889,,,,,,80203,BORDETELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10890,,,,,,80204,ENTEROCOCCUS CASSELIFLAVUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10891,,,,,,80205,BACTEROIDES UREOLYTICUS GROUP,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10892,,,,,,80206,RHINOVIRUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10893,,,,,,80207,STREPTOCOCCUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10894,,,,,,80208,BURKHOLDERIA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10895,,,,,,80209,LISTERIA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10896,,,,,,80210,CAPNOCYTOPHAGA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10897,,,,,,80211,STACHYBOTRYS SPP.,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10898,,,,,,80212,PORPHYROMONAS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10899,,,,,,80213,"BETA STREPTOCOCCI, NOT GROUP A",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10900,,,,,,80214,PREVOTELLA (BACTEROIDES) BUCCAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10901,,,,,,80215,ASPERGILLUS NIDULANS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10902,,,,,,80216,ACINETOBACTER SP.,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10903,,,,,,80217,ENTAMOEBA HISTOLYTICA/DISPAR,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10904,,,,,,80218,ENTEROBACTERIACEAE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10905,,,,,,80219,2ND ISOLATE,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10906,,,,,,80220,AFB GROWN IN CULTURE; ADDITIONAL INFORMATION TO FOLLOW,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10907,,,,,,80221,CORYNEBCATERIUM AMYCOLATUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10908,,,,,,80222,POSITIVE FOR GROUP B BETA STREP,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10909,,,,,,80223,PROBABLE ENTEROCOCCUS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10910,,,,,,80224,BETA STREPTOCOCCUS NOT GROUP A OR B,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10911,,,,,,80225,"NON-FERMENTER, NOT PSEUDOMONAS AERUGINOSA",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10912,,,,,,80226,PROBABLE LACTOBACILLUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10913,,,,,,80227,PROBABLE GARDNERELLA VAGINALIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10914,,,,,,80228,CANDIDA (TORULOPSIS) GLABRATA,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10915,,,,,,80229,PRESUMPTIVE STREPTOCOCCUS BOVIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10916,,,,,,80230,POSITIVE FOR INFLUENZA A VIRAL ANTIGEN,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10917,,,,,,80231,POSITIVE FOR RSV VIRAL ANTIGEN,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10918,,,,,,80232,PRESUMPTIVE VEILLONELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10919,,,,,,80233,PRESUMPTIVE PEPTOSTREPTOCOCCUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10920,,,,,,80234,PRESUMPTIVE PROPIONIBACTERIUM ACNES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10921,,,,,,80235,STREPTOCOCCUS ANGINOSUS (MILLERI) GROUP,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10922,,,,,,80236,PRESUMPTIVE CLOSTRIDIUM PERFRINGENS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10923,,,,,,80237,PRESUMPTIVE CLOSTRIDIUM SEPTICUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10924,,,,,,80238,CLOSTRIDIUM SPECIES NOT C. PERFRINGENS OR C. SEPTICUM,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10925,,,,,,80239,"ASPERGILLUS SP. NOT FUMIGATUS, FLAVUS OR NIGER",,microbiologyevents,0,ORGANISM,,,,hospital,,,
10926,,,,,,80240,PRESUMPTIVE FUSOBACTERIUM MORTIFERUM/VARIUM GROUP,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10927,,,,,,80241,PROBABLE MICROCOCCUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10928,,,,,,80242,RESEMBLING MICROCOCCUS/STOMATOCOCCUS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10929,,,,,,80243,PORPHYROMONAS SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10930,,,,,,80244,PREVOTELLA SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10931,,,,,,80245,FUSOBACTERIUM SPECIES,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10932,,,,,,80246,PRESUMPTIVE MORAXELLA CATARRHALIS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10933,,,,,,80247,CLONORCHIS/OPISTHORCHIS GROUP:  EGGS,,microbiologyevents,0,ORGANISM,,,,hospital,,,
10934,,,,,,80248,CITROBACTER FREUNDII COMPLEX,,microbiologyevents,0,ORGANISM,,,,hospital,,,
